TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
VSPT3;4,99;;-1,31;0,17;0,08;-2,93;-11,47;-18,52;-2,11;-3,16;-1,05;0,09;0,24;-2,11;-0,09;0,69;-13,1;-6,46;-8,15;0,49;0,51;0,35;11,6;;;29,09;-3,81;-0,01;712610842,2
VSPT4;0;;0;0;0;-2,93;-11,47;-18,52;0;-3,16;-1,05;0,09;0;0;0;0,69;-13,1;-6,46;-8,15;0,49;0,51;0,35;11,6;;;29,09;-3,81;0;712610842,2
VULC3;11,33;3,27;8,27;1,73;1,17;36,33;16,1;13,93;7,15;7,53;0,38;0,09;1,15;2,78;-3,64;2,65;20,91;14,18;18,86;0,68;0,32;1,02;10,48;56,66;2898150,93;6,55;1,37;0,48;2784418245
VVEO3;18,56;2,34;19,09;2,32;0,64;16,14;6,18;3,59;11,1;14,29;3,19;0,67;0,69;2,18;-1,52;2,05;12,13;3,37;8,29;0,28;0,72;0,94;;;2541093,83;8,01;0,97;-0,75;5310449562
WEGE3;38,6;1,34;41,66;12,08;6,26;28,42;16,27;13,66;34,98;34,94;-0,05;-0,02;5,69;22,64;-19,48;1,69;28,99;15,03;23,19;0,52;0,47;1,1;20,26;28,32;264550916,7;3,2;0,93;3,31;1,62016E+11
WEST3;0,95;;-2,26;0,3;0,25;41,97;-27,71;-16,9;-1,38;0,33;1,71;-0,37;0,38;0,44;-0,7;6,77;-13,22;-10,92;-23,69;0,83;0,17;0,65;;;246446,33;3,18;-0,42;-0,04;104837985,3
WHRL3;4,48;4,18;12,44;2,76;0,83;16,5;7,83;4,95;7,87;7,44;-0,55;-0,19;0,62;13,03;-2,73;1,1;22,16;6,69;20,32;0,3;0,7;1,35;14,11;11,67;13873,64;1,63;0,36;-0,25;6836780032
WHRL4;4,7;4,38;13,05;2,89;0,87;16,5;7,83;4,95;8,25;7,44;-0,55;-0,19;0,65;13,67;-2,87;1,1;22,16;6,69;20,32;0,3;0,7;1,35;14,11;11,67;26301,83;1,63;0,36;-0,27;6836780032
WIZC3;7,25;8,11;7,43;2,67;0,58;58,2;41,06;17,81;3,22;3,3;0,08;0,07;1,32;-12,11;-0,71;0,79;35,93;7,84;22,59;0,22;0,51;0,44;15,13;1,48;6364912,62;2,72;0,98;-0,51;1159327795
WLMM3;21,27;6,4;6,83;1,34;1,1;13,88;7,94;6,36;5,48;5,1;-0,62;-0,15;0,43;2,66;-2,23;5,59;19,63;16,16;17;0,82;0,18;2,54;34,55;;2100;15,87;3,11;0,32;809266068,4
WLMM4;23,02;3,96;7,39;1,45;1,19;13,88;7,94;6,36;5,93;5,1;-0,62;-0,15;0,47;2,88;-2,41;5,59;19,63;16,16;17;0,82;0,18;2,54;34,55;;58968,39;15,87;3,11;0,35;809266068,4
YDUQ3;8,54;1,48;-55,72;0,84;0,27;55,27;12,65;-1,05;4,62;11,92;7,3;1,33;0,58;2,47;-0,37;1,64;-1,51;-0,48;5,81;0,32;0,68;0,46;6,64;;52609169,03;10,15;-0,15;0,41;2639618788
ZAMP3;4,95;;-18,38;0,94;0,34;64,12;2,11;-2,11;18,44;25,6;7,16;0,36;0,39;9,29;-0,45;1,17;-5,09;-1,86;2,48;0,36;0,64;0,88;14,59;;4416773,3;5,29;-0,27;0,23;1363009463
